chr3R	23975656	23975657
chr3R	23980352	23980353
chr3R	23979930	23979931
chr3R	23978066	23978067
chr3R	23980873	23980874
chr3R	23978715	23978716
chr3R	23980078	23980079
chr3R	23978918	23978919
chr3R	23982357	23982358
chr3R	23981159	23981160
chr3R	23981667	23981668
chr3R	23964308	23964309
chrX	3291421	3291422
chrX	3177888	3177889
chrX	3292852	3292853
chrX	3176820	3176821
chrX	3184703	3184704
chrX	3291424	3291425
chrX	3334012	3334013
chrX	3280279	3280280
chrX	3257346	3257347
chrX	3343485	3343486
chrX	3184706	3184707
chrX	3257893	3257894
chrX	3280733	3280734
chrX	3177957	3177958
chrX	3263796	3263797
chrX	3256727	3256728
chrX	3256924	3256925
chrX	3189214	3189215
chrX	3246153	3246154
chrX	3245651	3245652
chrX	3256527	3256528
chrX	3273159	3273160
chrX	3331615	3331616
chrX	3258053	3258054
chrX	3296136	3296137
chrX	3313672	3313673
chrX	3187700	3187701
chrX	3246035	3246036
chrX	3337865	3337866
chrX	3291040	3291041
chrX	3300218	3300219
chrX	3290222	3290223
chrX	3177422	3177423
chrX	3339188	3339189
chrX	3328155	3328156
chrX	3342786	3342787
chrX	3231879	3231880
chrX	3189494	3189495
chrX	3270234	3270235
chrX	3270098	3270099
chrX	3334214	3334215
chrX	3342785	3342786
chrX	3291536	3291537
chrX	3231855	3231856
chrX	3184700	3184701
chrX	3337393	3337394
chrX	3301710	3301711
chrX	3319287	3319288
chrX	3311839	3311840
chrX	3256528	3256529
chrX	3333972	3333973
chrX	3307758	3307759
chrX	3329486	3329487
chrX	3245205	3245206
chrX	3257450	3257451
chrX	3326415	3326416
chrX	3291677	3291678
chrX	3257472	3257473
chrX	3188436	3188437
chrX	3289385	3289386
chrX	3226541	3226542
chrX	3315275	3315276
chrX	3188155	3188156
chrX	3254652	3254653
chrX	3258328	3258329
chrX	3326855	3326856
chrX	3326621	3326622
chrX	3257292	3257293
chrX	3256513	3256514
chrX	3343393	3343394
chrX	3301706	3301707
chrX	3342781	3342782
chrX	3311367	3311368
chrX	3342782	3342783
chrX	3291422	3291423
chrX	3255538	3255539
chrX	3319871	3319872
chrX	3291583	3291584
chrX	3317391	3317392
chrX	3177174	3177175
chrX	3188683	3188684
chrX	3258970	3258971
chrX	3188098	3188099
chrX	3306887	3306888
chrX	3255554	3255555
chrX	3256533	3256534
chrX	3313895	3313896
chrX	3217376	3217377
chr3L	10639876	10639877
chr3L	10639894	10639895
chr3R	29128086	29128087
chr3R	29127363	29127364
chr3L	9658336	9658337
chr3L	9646474	9646475
chr3L	9651070	9651071
chr3L	9646470	9646471
chr3L	9651166	9651167
chr3L	9651784	9651785
chr3L	9644840	9644841
chr2R	7501577	7501578
chr2R	7508349	7508350
chr2R	7502188	7502189
chr2R	7502199	7502200
chr2R	7507996	7507997
chr2R	7508152	7508153
chr2R	7501178	7501179
chr2R	7503541	7503542
chr2R	7505867	7505868
chr2R	20344896	20344897
chr2R	20344675	20344676
chr2L	6066838	6066839
chrX	17598227	17598228
chrX	17597149	17597150
chrX	17594730	17594731
chr3R	12698782	12698783
chr3L	3503179	3503180
chr3L	3503166	3503167
chr3L	3479432	3479433
chr3L	3501473	3501474
chr3L	3478501	3478502
chr3L	3479457	3479458
chr3L	3507256	3507257
chr3L	3485852	3485853
chr3L	3478500	3478501
chr3L	3478875	3478876
chr3L	3507310	3507311
chr3L	1620844	1620845
chr3R	20253305	20253306
chr3R	20254806	20254807
chr3R	20295965	20295966
chr3R	20303337	20303338
chr3R	20293875	20293876
chr3R	20253308	20253309
chr3R	20254800	20254801
chr3R	20283308	20283309
chr3R	20289846	20289847
chr3R	20293884	20293885
chr3R	20283309	20283310
chr3R	20293872	20293873
chr3R	20303367	20303368
chr3R	13780066	13780067
chr3R	13780371	13780372
chr2R	9115251	9115252
chr3R	20313827	20313828
chr3R	20317389	20317390
